subject_id,subject_name,subject_category,grade_level,education_type,subject_description,total_students_enrolled_subject,total_tutors_offering_subject,last_updated
SUB06909,Statistics,STEM,6,Pakistani Curriculum (FBISE / Cambridge),Statistics for Grade 6 in the Pakistani Curriculum (FBISE / Cambridge) curriculum.,324,3,2025-11-16
SUB06910,Robotics,STEM,6,Pakistani Curriculum (FBISE / Cambridge),Robotics for Grade 6 in the Pakistani Curriculum (FBISE / Cambridge) curriculum.,59,66,2025-11-16
SUB06911,Engineering Fundamentals,STEM,6,Pakistani Curriculum (FBISE / Cambridge),Engineering Fundamentals for Grade 6 in the Pakistani Curriculum (FBISE / Cambridge) curriculum.,546,25,2025-11-16
SUB06912,Environmental Science,STEM,6,Pakistani Curriculum (FBISE / Cambridge),Environmental Science for Grade 6 in the Pakistani Curriculum (FBISE / Cambridge) curriculum.,290,24,2025-11-16
SUB06913,Earth Science,STEM,6,Pakistani Curriculum (FBISE / Cambridge),Earth Science for Grade 6 in the Pakistani Curriculum (FBISE / Cambridge) curriculum.,72,22,2025-11-16
SUB06914,Agriculture Technology,STEM,6,Pakistani Curriculum (FBISE / Cambridge),Agriculture Technology for Grade 6 in the Pakistani Curriculum (FBISE / Cambridge) curriculum.,273,51,2025-11-16
SUB06915,Technical Drawing,STEM,6,Pakistani Curriculum (FBISE / Cambridge),Technical Drawing for Grade 6 in the Pakistani Curriculum (FBISE / Cambridge) curriculum.,60,5,2025-11-16
SUB06916,Arabic,Language & Literature,6,Pakistani Curriculum (FBISE / Cambridge),Arabic for Grade 6 in the Pakistani Curriculum (FBISE / Cambridge) curriculum.,164,17,2025-11-16
SUB06917,English,Language & Literature,6,Pakistani Curriculum (FBISE / Cambridge),English for Grade 6 in the Pakistani Curriculum (FBISE / Cambridge) curriculum.,513,37,2025-11-16
SUB06918,French,Language & Literature,6,Pakistani Curriculum (FBISE / Cambridge),French for Grade 6 in the Pakistani Curriculum (FBISE / Cambridge) curriculum.,305,20,2025-11-16
SUB06919,Spanish,Language & Literature,6,Pakistani Curriculum (FBISE / Cambridge),Spanish for Grade 6 in the Pakistani Curriculum (FBISE / Cambridge) curriculum.,529,59,2025-11-16
SUB06920,German,Language & Literature,6,Pakistani Curriculum (FBISE / Cambridge),German for Grade 6 in the Pakistani Curriculum (FBISE / Cambridge) curriculum.,330,41,2025-11-16
SUB06921,Urdu,Language & Literature,6,Pakistani Curriculum (FBISE / Cambridge),Urdu for Grade 6 in the Pakistani Curriculum (FBISE / Cambridge) curriculum.,184,20,2025-11-16
SUB06922,Hindi,Language & Literature,6,Pakistani Curriculum (FBISE / Cambridge),Hindi for Grade 6 in the Pakistani Curriculum (FBISE / Cambridge) curriculum.,597,14,2025-11-16
SUB06923,Literature,Language & Literature,6,Pakistani Curriculum (FBISE / Cambridge),Literature for Grade 6 in the Pakistani Curriculum (FBISE / Cambridge) curriculum.,491,55,2025-11-16
SUB06924,Creative Writing,Language & Literature,6,Pakistani Curriculum (FBISE / Cambridge),Creative Writing for Grade 6 in the Pakistani Curriculum (FBISE / Cambridge) curriculum.,340,79,2025-11-16
SUB06925,Translation & Linguistics,Language & Literature,6,Pakistani Curriculum (FBISE / Cambridge),Translation & Linguistics for Grade 6 in the Pakistani Curriculum (FBISE / Cambridge) curriculum.,392,22,2025-11-16
SUB06926,Islamic Arabic,Language & Literature,6,Pakistani Curriculum (FBISE / Cambridge),Islamic Arabic for Grade 6 in the Pakistani Curriculum (FBISE / Cambridge) curriculum.,436,56,2025-11-16
SUB06927,History,Humanities & Social Sciences,6,Pakistani Curriculum (FBISE / Cambridge),History for Grade 6 in the Pakistani Curriculum (FBISE / Cambridge) curriculum.,100,71,2025-11-16
SUB06928,Geography,Humanities & Social Sciences,6,Pakistani Curriculum (FBISE / Cambridge),Geography for Grade 6 in the Pakistani Curriculum (FBISE / Cambridge) curriculum.,134,27,2025-11-16
SUB06929,Economics,Humanities & Social Sciences,6,Pakistani Curriculum (FBISE / Cambridge),Economics for Grade 6 in the Pakistani Curriculum (FBISE / Cambridge) curriculum.,161,30,2025-11-16
SUB06930,Civics,Humanities & Social Sciences,6,Pakistani Curriculum (FBISE / Cambridge),Civics for Grade 6 in the Pakistani Curriculum (FBISE / Cambridge) curriculum.,422,54,2025-11-16
SUB06931,Political Science,Humanities & Social Sciences,6,Pakistani Curriculum (FBISE / Cambridge),Political Science for Grade 6 in the Pakistani Curriculum (FBISE / Cambridge) curriculum.,161,55,2025-11-16
SUB06932,Sociology,Humanities & Social Sciences,6,Pakistani Curriculum (FBISE / Cambridge),Sociology for Grade 6 in the Pakistani Curriculum (FBISE / Cambridge) curriculum.,245,76,2025-11-16
SUB06933,Psychology,Humanities & Social Sciences,6,Pakistani Curriculum (FBISE / Cambridge),Psychology for Grade 6 in the Pakistani Curriculum (FBISE / Cambridge) curriculum.,587,38,2025-11-16
SUB06934,Philosophy,Humanities & Social Sciences,6,Pakistani Curriculum (FBISE / Cambridge),Philosophy for Grade 6 in the Pakistani Curriculum (FBISE / Cambridge) curriculum.,267,57,2025-11-16
SUB06935,Law,Humanities & Social Sciences,6,Pakistani Curriculum (FBISE / Cambridge),Law for Grade 6 in the Pakistani Curriculum (FBISE / Cambridge) curriculum.,289,46,2025-11-16
SUB06936,Religious Studies,Humanities & Social Sciences,6,Pakistani Curriculum (FBISE / Cambridge),Religious Studies for Grade 6 in the Pakistani Curriculum (FBISE / Cambridge) curriculum.,458,6,2025-11-16
SUB06937,Islamic Studies,Humanities & Social Sciences,6,Pakistani Curriculum (FBISE / Cambridge),Islamic Studies for Grade 6 in the Pakistani Curriculum (FBISE / Cambridge) curriculum.,337,47,2025-11-16
SUB06938,Art,Arts & Design,6,Pakistani Curriculum (FBISE / Cambridge),Art for Grade 6 in the Pakistani Curriculum (FBISE / Cambridge) curriculum.,342,21,2025-11-16
SUB06939,Music,Arts & Design,6,Pakistani Curriculum (FBISE / Cambridge),Music for Grade 6 in the Pakistani Curriculum (FBISE / Cambridge) curriculum.,315,66,2025-11-16
SUB06940,Drama,Arts & Design,6,Pakistani Curriculum (FBISE / Cambridge),Drama for Grade 6 in the Pakistani Curriculum (FBISE / Cambridge) curriculum.,574,15,2025-11-16
SUB06941,Film Studies,Arts & Design,6,Pakistani Curriculum (FBISE / Cambridge),Film Studies for Grade 6 in the Pakistani Curriculum (FBISE / Cambridge) curriculum.,321,25,2025-11-16
SUB06942,Design & Technology,Arts & Design,6,Pakistani Curriculum (FBISE / Cambridge),Design & Technology for Grade 6 in the Pakistani Curriculum (FBISE / Cambridge) curriculum.,452,27,2025-11-16
SUB06943,Architecture,Arts & Design,6,Pakistani Curriculum (FBISE / Cambridge),Architecture for Grade 6 in the Pakistani Curriculum (FBISE / Cambridge) curriculum.,515,25,2025-11-16
SUB06944,Calligraphy,Arts & Design,6,Pakistani Curriculum (FBISE / Cambridge),Calligraphy for Grade 6 in the Pakistani Curriculum (FBISE / Cambridge) curriculum.,552,66,2025-11-16
SUB06945,Fashion Design,Arts & Design,6,Pakistani Curriculum (FBISE / Cambridge),Fashion Design for Grade 6 in the Pakistani Curriculum (FBISE / Cambridge) curriculum.,352,9,2025-11-16
SUB06946,Home Economics,Arts & Design,6,Pakistani Curriculum (FBISE / Cambridge),Home Economics for Grade 6 in the Pakistani Curriculum (FBISE / Cambridge) curriculum.,452,21,2025-11-16
SUB06947,Physical Education,Physical & Health,6,Pakistani Curriculum (FBISE / Cambridge),Physical Education for Grade 6 in the Pakistani Curriculum (FBISE / Cambridge) curriculum.,59,57,2025-11-16
SUB06948,Health Education,Physical & Health,6,Pakistani Curriculum (FBISE / Cambridge),Health Education for Grade 6 in the Pakistani Curriculum (FBISE / Cambridge) curriculum.,238,46,2025-11-16
SUB06949,Nutrition & Fitness,Physical & Health,6,Pakistani Curriculum (FBISE / Cambridge),Nutrition & Fitness for Grade 6 in the Pakistani Curriculum (FBISE / Cambridge) curriculum.,101,78,2025-11-16
SUB06950,Sports Science,Physical & Health,6,Pakistani Curriculum (FBISE / Cambridge),Sports Science for Grade 6 in the Pakistani Curriculum (FBISE / Cambridge) curriculum.,495,76,2025-11-16
SUB06951,First Aid & Public Safety,Physical & Health,6,Pakistani Curriculum (FBISE / Cambridge),First Aid & Public Safety for Grade 6 in the Pakistani Curriculum (FBISE / Cambridge) curriculum.,121,72,2025-11-16
SUB06952,Automotive Mechanics,Vocational & Technical,6,Pakistani Curriculum (FBISE / Cambridge),Automotive Mechanics for Grade 6 in the Pakistani Curriculum (FBISE / Cambridge) curriculum.,389,28,2025-11-16
SUB06953,Electrical Studies,Vocational & Technical,6,Pakistani Curriculum (FBISE / Cambridge),Electrical Studies for Grade 6 in the Pakistani Curriculum (FBISE / Cambridge) curriculum.,65,48,2025-11-16
SUB06954,Carpentry,Vocational & Technical,6,Pakistani Curriculum (FBISE / Cambridge),Carpentry for Grade 6 in the Pakistani Curriculum (FBISE / Cambridge) curriculum.,539,19,2025-11-16
SUB06955,Plumbing,Vocational & Technical,6,Pakistani Curriculum (FBISE / Cambridge),Plumbing for Grade 6 in the Pakistani Curriculum (FBISE / Cambridge) curriculum.,487,69,2025-11-16
SUB06956,Hospitality,Vocational & Technical,6,Pakistani Curriculum (FBISE / Cambridge),Hospitality for Grade 6 in the Pakistani Curriculum (FBISE / Cambridge) curriculum.,153,17,2025-11-16
SUB06957,Entrepreneurship,Vocational & Technical,6,Pakistani Curriculum (FBISE / Cambridge),Entrepreneurship for Grade 6 in the Pakistani Curriculum (FBISE / Cambridge) curriculum.,239,11,2025-11-16
SUB06958,Marketing,Vocational & Technical,6,Pakistani Curriculum (FBISE / Cambridge),Marketing for Grade 6 in the Pakistani Curriculum (FBISE / Cambridge) curriculum.,529,8,2025-11-16
SUB06959,Accounting,Vocational & Technical,6,Pakistani Curriculum (FBISE / Cambridge),Accounting for Grade 6 in the Pakistani Curriculum (FBISE / Cambridge) curriculum.,272,47,2025-11-16
SUB06960,Agriculture,Vocational & Technical,6,Pakistani Curriculum (FBISE / Cambridge),Agriculture for Grade 6 in the Pakistani Curriculum (FBISE / Cambridge) curriculum.,408,24,2025-11-16
SUB06961,Mathematics,STEM,7,Pakistani Curriculum (FBISE / Cambridge),Mathematics for Grade 7 in the Pakistani Curriculum (FBISE / Cambridge) curriculum.,74,58,2025-11-16
SUB06962,Advanced Mathematics,STEM,7,Pakistani Curriculum (FBISE / Cambridge),Advanced Mathematics for Grade 7 in the Pakistani Curriculum (FBISE / Cambridge) curriculum.,268,21,2025-11-16
SUB06963,Physics,STEM,7,Pakistani Curriculum (FBISE / Cambridge),Physics for Grade 7 in the Pakistani Curriculum (FBISE / Cambridge) curriculum.,289,10,2025-11-16
SUB06964,Chemistry,STEM,7,Pakistani Curriculum (FBISE / Cambridge),Chemistry for Grade 7 in the Pakistani Curriculum (FBISE / Cambridge) curriculum.,528,43,2025-11-16
SUB06965,Biology,STEM,7,Pakistani Curriculum (FBISE / Cambridge),Biology for Grade 7 in the Pakistani Curriculum (FBISE / Cambridge) curriculum.,427,32,2025-11-16
SUB06966,Computer Science,STEM,7,Pakistani Curriculum (FBISE / Cambridge),Computer Science for Grade 7 in the Pakistani Curriculum (FBISE / Cambridge) curriculum.,250,73,2025-11-16
SUB06967,Statistics,STEM,7,Pakistani Curriculum (FBISE / Cambridge),Statistics for Grade 7 in the Pakistani Curriculum (FBISE / Cambridge) curriculum.,247,27,2025-11-16
SUB06968,Robotics,STEM,7,Pakistani Curriculum (FBISE / Cambridge),Robotics for Grade 7 in the Pakistani Curriculum (FBISE / Cambridge) curriculum.,510,36,2025-11-16
SUB06969,Engineering Fundamentals,STEM,7,Pakistani Curriculum (FBISE / Cambridge),Engineering Fundamentals for Grade 7 in the Pakistani Curriculum (FBISE / Cambridge) curriculum.,221,58,2025-11-16
SUB06970,Environmental Science,STEM,7,Pakistani Curriculum (FBISE / Cambridge),Environmental Science for Grade 7 in the Pakistani Curriculum (FBISE / Cambridge) curriculum.,437,71,2025-11-16
SUB06971,Earth Science,STEM,7,Pakistani Curriculum (FBISE / Cambridge),Earth Science for Grade 7 in the Pakistani Curriculum (FBISE / Cambridge) curriculum.,532,80,2025-11-16
SUB06972,Agriculture Technology,STEM,7,Pakistani Curriculum (FBISE / Cambridge),Agriculture Technology for Grade 7 in the Pakistani Curriculum (FBISE / Cambridge) curriculum.,208,24,2025-11-16
SUB06973,Technical Drawing,STEM,7,Pakistani Curriculum (FBISE / Cambridge),Technical Drawing for Grade 7 in the Pakistani Curriculum (FBISE / Cambridge) curriculum.,140,40,2025-11-16
SUB06974,Arabic,Language & Literature,7,Pakistani Curriculum (FBISE / Cambridge),Arabic for Grade 7 in the Pakistani Curriculum (FBISE / Cambridge) curriculum.,259,42,2025-11-16
SUB06975,English,Language & Literature,7,Pakistani Curriculum (FBISE / Cambridge),English for Grade 7 in the Pakistani Curriculum (FBISE / Cambridge) curriculum.,581,41,2025-11-16
SUB06976,French,Language & Literature,7,Pakistani Curriculum (FBISE / Cambridge),French for Grade 7 in the Pakistani Curriculum (FBISE / Cambridge) curriculum.,496,75,2025-11-16
SUB06977,Spanish,Language & Literature,7,Pakistani Curriculum (FBISE / Cambridge),Spanish for Grade 7 in the Pakistani Curriculum (FBISE / Cambridge) curriculum.,552,44,2025-11-16
SUB06978,German,Language & Literature,7,Pakistani Curriculum (FBISE / Cambridge),German for Grade 7 in the Pakistani Curriculum (FBISE / Cambridge) curriculum.,361,61,2025-11-16
SUB06979,Urdu,Language & Literature,7,Pakistani Curriculum (FBISE / Cambridge),Urdu for Grade 7 in the Pakistani Curriculum (FBISE / Cambridge) curriculum.,277,61,2025-11-16
SUB06980,Hindi,Language & Literature,7,Pakistani Curriculum (FBISE / Cambridge),Hindi for Grade 7 in the Pakistani Curriculum (FBISE / Cambridge) curriculum.,202,37,2025-11-16
SUB06981,Literature,Language & Literature,7,Pakistani Curriculum (FBISE / Cambridge),Literature for Grade 7 in the Pakistani Curriculum (FBISE / Cambridge) curriculum.,162,51,2025-11-16
SUB06982,Creative Writing,Language & Literature,7,Pakistani Curriculum (FBISE / Cambridge),Creative Writing for Grade 7 in the Pakistani Curriculum (FBISE / Cambridge) curriculum.,570,5,2025-11-16
SUB06983,Translation & Linguistics,Language & Literature,7,Pakistani Curriculum (FBISE / Cambridge),Translation & Linguistics for Grade 7 in the Pakistani Curriculum (FBISE / Cambridge) curriculum.,195,36,2025-11-16
SUB06984,Islamic Arabic,Language & Literature,7,Pakistani Curriculum (FBISE / Cambridge),Islamic Arabic for Grade 7 in the Pakistani Curriculum (FBISE / Cambridge) curriculum.,301,63,2025-11-16
SUB06985,History,Humanities & Social Sciences,7,Pakistani Curriculum (FBISE / Cambridge),History for Grade 7 in the Pakistani Curriculum (FBISE / Cambridge) curriculum.,585,67,2025-11-16
SUB06986,Geography,Humanities & Social Sciences,7,Pakistani Curriculum (FBISE / Cambridge),Geography for Grade 7 in the Pakistani Curriculum (FBISE / Cambridge) curriculum.,336,51,2025-11-16
SUB06987,Economics,Humanities & Social Sciences,7,Pakistani Curriculum (FBISE / Cambridge),Economics for Grade 7 in the Pakistani Curriculum (FBISE / Cambridge) curriculum.,474,36,2025-11-16
SUB06988,Civics,Humanities & Social Sciences,7,Pakistani Curriculum (FBISE / Cambridge),Civics for Grade 7 in the Pakistani Curriculum (FBISE / Cambridge) curriculum.,457,36,2025-11-16
SUB06989,Political Science,Humanities & Social Sciences,7,Pakistani Curriculum (FBISE / Cambridge),Political Science for Grade 7 in the Pakistani Curriculum (FBISE / Cambridge) curriculum.,188,52,2025-11-16
SUB06990,Sociology,Humanities & Social Sciences,7,Pakistani Curriculum (FBISE / Cambridge),Sociology for Grade 7 in the Pakistani Curriculum (FBISE / Cambridge) curriculum.,337,69,2025-11-16
SUB06991,Psychology,Humanities & Social Sciences,7,Pakistani Curriculum (FBISE / Cambridge),Psychology for Grade 7 in the Pakistani Curriculum (FBISE / Cambridge) curriculum.,317,47,2025-11-16
SUB06992,Philosophy,Humanities & Social Sciences,7,Pakistani Curriculum (FBISE / Cambridge),Philosophy for Grade 7 in the Pakistani Curriculum (FBISE / Cambridge) curriculum.,560,13,2025-11-16
SUB06993,Law,Humanities & Social Sciences,7,Pakistani Curriculum (FBISE / Cambridge),Law for Grade 7 in the Pakistani Curriculum (FBISE / Cambridge) curriculum.,365,39,2025-11-16
SUB06994,Religious Studies,Humanities & Social Sciences,7,Pakistani Curriculum (FBISE / Cambridge),Religious Studies for Grade 7 in the Pakistani Curriculum (FBISE / Cambridge) curriculum.,248,59,2025-11-16
SUB06995,Islamic Studies,Humanities & Social Sciences,7,Pakistani Curriculum (FBISE / Cambridge),Islamic Studies for Grade 7 in the Pakistani Curriculum (FBISE / Cambridge) curriculum.,273,53,2025-11-16
SUB06996,Art,Arts & Design,7,Pakistani Curriculum (FBISE / Cambridge),Art for Grade 7 in the Pakistani Curriculum (FBISE / Cambridge) curriculum.,116,77,2025-11-16
SUB06997,Music,Arts & Design,7,Pakistani Curriculum (FBISE / Cambridge),Music for Grade 7 in the Pakistani Curriculum (FBISE / Cambridge) curriculum.,503,40,2025-11-16
SUB06998,Drama,Arts & Design,7,Pakistani Curriculum (FBISE / Cambridge),Drama for Grade 7 in the Pakistani Curriculum (FBISE / Cambridge) curriculum.,285,20,2025-11-16
SUB06999,Film Studies,Arts & Design,7,Pakistani Curriculum (FBISE / Cambridge),Film Studies for Grade 7 in the Pakistani Curriculum (FBISE / Cambridge) curriculum.,456,74,2025-11-16
SUB07000,Design & Technology,Arts & Design,7,Pakistani Curriculum (FBISE / Cambridge),Design & Technology for Grade 7 in the Pakistani Curriculum (FBISE / Cambridge) curriculum.,283,32,2025-11-16
SUB07001,Architecture,Arts & Design,7,Pakistani Curriculum (FBISE / Cambridge),Architecture for Grade 7 in the Pakistani Curriculum (FBISE / Cambridge) curriculum.,469,55,2025-11-16
SUB07002,Calligraphy,Arts & Design,7,Pakistani Curriculum (FBISE / Cambridge),Calligraphy for Grade 7 in the Pakistani Curriculum (FBISE / Cambridge) curriculum.,486,40,2025-11-16
SUB07003,Fashion Design,Arts & Design,7,Pakistani Curriculum (FBISE / Cambridge),Fashion Design for Grade 7 in the Pakistani Curriculum (FBISE / Cambridge) curriculum.,382,14,2025-11-16
SUB07004,Home Economics,Arts & Design,7,Pakistani Curriculum (FBISE / Cambridge),Home Economics for Grade 7 in the Pakistani Curriculum (FBISE / Cambridge) curriculum.,449,68,2025-11-16
SUB07005,Physical Education,Physical & Health,7,Pakistani Curriculum (FBISE / Cambridge),Physical Education for Grade 7 in the Pakistani Curriculum (FBISE / Cambridge) curriculum.,303,71,2025-11-16
SUB07006,Health Education,Physical & Health,7,Pakistani Curriculum (FBISE / Cambridge),Health Education for Grade 7 in the Pakistani Curriculum (FBISE / Cambridge) curriculum.,300,9,2025-11-16
